序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
937,301256,华融化学,8.32,0.6,0.05,20734.0,17245681.0,0.97,8.36,8.28,8.28,8.27,0.97,1.52,28.72,2.33,3993600000.0,1133184000.0,0.0,0.0,-5.24,-5.88
938,600809,山西汾酒,217.5,0.6,1.3,47668.0,1042312939.0,3.12,222.95,216.2,217.71,216.2,0.87,0.39,21.1,9.92,265342218285.0,265342218285.0,0.05,0.05,-14.77,-22.78
939,300839,博汇股份,10.05,0.6,0.06,14068.0,14129317.97,1.0,10.09,9.99,9.99,9.99,0.95,0.59,13.96,2.34,2466879623.0,2413870717.0,0.0,0.0,-8.55,-23.63
940,300979,华利集团,52.06,0.6,0.31,16501.0,86016902.63,2.45,52.9,51.63,51.75,51.75,0.74,1.13,19.92,4.25,60754020000.0,7604786841.0,0.12,0.06,0.12,-6.89
941,300901,中胤时尚,10.08,0.6,0.06,16882.0,16997701.0,1.7,10.13,9.96,10.02,10.02,0.68,0.7,72.21,2.34,2419200000.0,2419200000.0,-0.1,0.0,0.7,11.14
942,003016,欣贺股份,8.4,0.6,0.05,23147.0,19401523.0,1.2,8.42,8.32,8.36,8.35,0.7,0.54,23.18,1.27,3612333463.0,3595108541.0,0.0,0.12,-29.29,-5.41
943,870357,雅葆轩,11.8,0.6,0.07,19678.0,22809993.12,6.73,11.95,11.16,11.6,11.73,0.75,8.48,22.21,2.7,944944000.0,273777582.0,0.08,0.08,52.26,38.82
944,600720,祁连山,10.12,0.6,0.06,28664.0,28955720.0,1.19,10.18,10.06,10.08,10.06,0.46,0.37,28.82,0.94,20864489828.0,7854766392.0,0.0,0.0,-10.2,1.91
945,002580,圣阳股份,8.44,0.6,0.05,85524.0,72556919.84,2.03,8.58,8.41,8.41,8.39,1.15,2.66,17.11,1.9,3830654301.0,2713319406.0,0.0,0.0,-1.63,-11.9
946,002825,纳尔股份,8.45,0.6,0.05,37400.0,31560758.72,1.43,8.51,8.39,8.41,8.4,0.5,1.45,37.85,2.12,2891663304.0,2181337900.0,0.12,0.12,8.61,1.81
947,002144,宏达高科,11.83,0.6,0.07,19943.0,23430836.1,1.7,11.85,11.65,11.77,11.76,0.58,1.45,22.2,1.05,2091100706.0,1631352327.0,0.34,0.34,5.91,18.3
948,600605,汇通能源,25.44,0.59,0.15,20626.0,52027350.0,2.53,25.53,24.89,25.41,25.29,0.46,1.0,90.8,4.1,5247824994.0,5247824994.0,0.16,0.16,32.64,150.89
949,605398,新炬网络,30.53,0.59,0.18,9761.0,29760346.0,1.91,30.78,30.2,30.4,30.35,0.65,2.58,80.38,3.43,3560301409.0,1153641659.0,0.07,0.07,6.23,53.19
950,002083,孚日股份,5.09,0.59,0.03,94156.0,47820399.0,1.98,5.12,5.02,5.06,5.06,1.24,1.17,12.78,1.07,4186965692.0,4108190908.0,0.0,0.0,10.89,7.38
951,603880,ST南卫,5.1,0.59,0.03,18390.0,9396726.0,2.17,5.16,5.05,5.05,5.07,1.79,0.64,154.04,2.39,1491617400.0,1474114200.0,0.2,0.2,14.09,-17.74
952,003000,劲仔食品,11.91,0.59,0.07,38121.0,45520777.47,1.52,12.03,11.85,11.85,11.84,0.8,1.72,30.25,4.32,5372233684.0,2647370509.0,-0.08,-0.08,10.58,2.94
953,300107,建新股份,5.12,0.59,0.03,33011.0,16893618.0,0.98,5.14,5.09,5.12,5.09,1.04,0.97,200.18,1.95,2845535068.0,1744808617.0,-0.19,0.0,1.79,0.79
954,600612,老凤祥,70.0,0.59,0.41,22150.0,153417594.0,2.47,70.26,68.54,69.46,69.59,1.37,0.7,13.98,3.23,36618243480.0,22197674100.0,0.0,0.03,9.17,69.33
955,603165,荣晟环保,11.97,0.59,0.07,19818.0,23709903.0,1.85,12.12,11.9,11.94,11.9,0.76,0.71,11.26,1.6,3332822374.0,3332822374.0,-0.08,0.08,-20.83,14.66
956,300082,奥克股份,6.87,0.59,0.04,30794.0,21223503.23,1.61,6.96,6.85,6.85,6.83,0.95,0.45,-18.09,1.53,4672274634.0,4659288706.0,-0.15,0.0,-5.37,-12.6
957,603180,金牌厨柜,25.8,0.58,0.15,13866.0,36156389.0,3.31,26.5,25.65,25.8,25.65,1.88,0.9,17.95,1.51,3979827556.0,3979827556.0,-0.04,-0.19,-7.06,-7.69
958,002759,天际股份,10.36,0.58,0.06,41212.0,43065065.85,2.04,10.56,10.35,10.38,10.3,0.87,1.02,123.43,0.91,4232604594.0,4196431494.0,-0.1,-0.1,-13.09,-35.09
959,600197,伊力特,20.73,0.58,0.12,36248.0,75119890.0,1.5,20.89,20.58,20.62,20.61,0.72,0.77,32.05,2.67,9783907212.0,9783907212.0,0.0,0.1,-13.98,-14.09
960,000789,万年青,7.0,0.57,0.04,40066.0,28059012.76,1.01,7.03,6.96,6.96,6.96,0.71,0.5,13.55,0.81,5581818144.0,5581685795.0,0.0,0.14,-10.94,-15.46
961,300125,聆达股份,12.27,0.57,0.07,93506.0,115000831.81,4.59,12.56,12.0,12.06,12.2,1.35,3.56,293.91,4.69,3283451939.0,3225772669.0,-0.08,-0.24,-19.06,-38.16
962,605303,园林股份,12.28,0.57,0.07,12472.0,15271133.0,1.06,12.31,12.18,12.21,12.21,1.01,1.83,-14.37,1.55,1979995370.0,834853442.0,-0.08,0.16,5.32,13.28
963,600959,江苏有线,3.51,0.57,0.02,369247.0,129759712.0,2.29,3.55,3.47,3.49,3.49,0.85,0.74,50.12,0.79,17552519078.0,17552519078.0,0.29,0.29,9.01,18.98
964,000878,云南铜业,10.54,0.57,0.06,165704.0,175391051.88,1.72,10.68,10.5,10.6,10.48,1.22,0.83,10.44,1.51,21118242387.0,21117854052.0,0.09,0.09,-13.11,-7.14
965,002455,百川股份,7.03,0.57,0.04,43803.0,30888001.0,1.57,7.11,7.0,7.0,6.99,1.03,0.88,-50.11,2.03,4169992390.0,3499392064.0,0.14,0.14,-8.82,-23.92
966,001282,三联锻造,35.15,0.57,0.2,14091.0,49378349.83,1.32,35.26,34.8,34.94,34.95,0.51,4.97,35.48,2.85,3984604000.0,997557000.0,-0.09,0.09,19.84,25.85
967,002024,ST易购,1.76,0.57,0.01,97151.0,17037786.19,1.71,1.77,1.74,1.76,1.75,0.73,0.12,-4.71,1.24,16385669793.0,13873097292.0,0.0,0.57,-8.81,-22.12
968,003017,大洋生物,22.92,0.57,0.13,9016.0,20564166.64,1.36,22.93,22.62,22.79,22.79,0.72,1.34,35.94,1.92,1925280000.0,1539017331.0,0.09,-0.04,4.13,18.39
969,301289,国缆检测,52.9,0.57,0.3,22301.0,116072875.01,3.92,53.12,51.06,52.23,52.6,1.19,8.8,59.02,4.49,4126200000.0,1341009763.0,0.0,0.27,-2.95,64.39
970,000981,山子股份,1.77,0.57,0.01,517986.0,91555370.41,2.27,1.79,1.75,1.75,1.76,0.97,0.8,-10.93,4.91,17695523472.0,11509523566.0,0.0,0.0,21.23,-4.32
971,002470,金正大,1.79,0.56,0.01,238995.0,42780491.0,2.25,1.81,1.77,1.79,1.78,0.78,0.75,-9.48,2.37,5881989658.0,5705247604.0,0.0,0.56,-11.39,-13.53
972,000859,国风新材,5.41,0.56,0.03,55077.0,29823978.8,1.3,5.45,5.38,5.4,5.38,0.95,0.61,-222.08,1.69,4847231626.0,4846570254.0,0.0,0.19,-0.18,2.08
973,688184,帕瓦股份,19.88,0.56,0.11,4345.0,8639595.0,1.32,20.02,19.76,19.8,19.77,0.74,0.73,122.31,1.03,3205727015.0,1186823635.0,0.45,0.45,-16.19,-30.66
974,600519,贵州茅台,1645.0,0.56,9.1,37093.0,6140791726.0,2.06,1677.77,1644.01,1648.23,1635.9,1.13,0.3,29.31,10.66,2066445381000.0,2066445381000.0,-0.19,-0.24,-9.55,-3.3
975,301360,荣旗科技,79.61,0.56,0.44,9452.0,75827403.86,6.59,82.85,77.63,79.74,79.17,0.69,7.48,311.06,3.83,4246397400.0,1005900532.0,-0.13,0.0,10.72,10.75
976,688680,海优新材,54.7,0.55,0.3,13683.0,75779213.0,3.27,56.29,54.51,54.62,54.4,0.78,2.63,-45.77,2.09,4595905542.0,2848579682.0,-0.09,-0.09,-26.76,-70.46
977,002633,申科股份,10.95,0.55,0.06,20131.0,21922888.0,2.48,11.02,10.75,10.87,10.89,0.63,1.35,-163.0,3.88,1642500000.0,1636135313.0,0.0,0.0,6.41,10.49
978,000972,中基健康,3.65,0.55,0.02,43171.0,15724660.32,1.38,3.67,3.62,3.63,3.63,0.8,0.56,49.09,20.35,2815185063.0,2815185063.0,0.27,0.27,0.27,29.43
979,600162,香江控股,1.83,0.55,0.01,216356.0,39858776.0,2.2,1.86,1.82,1.82,1.82,1.21,0.66,57.02,0.95,5981241763.0,5981241763.0,-0.54,-0.54,-9.85,4.57
980,002698,博实股份,14.66,0.55,0.08,149244.0,219842685.22,3.57,15.02,14.5,14.77,14.58,0.97,1.77,25.87,4.51,14990675079.0,12335411210.0,-0.07,0.0,-9.06,6.54
981,300547,川环科技,16.5,0.55,0.09,27118.0,44749835.38,2.01,16.64,16.31,16.6,16.41,0.66,1.53,24.69,3.46,3578951871.0,2927087724.0,0.0,0.0,13.4,16.53
982,000750,国海证券,3.67,0.55,0.02,339661.0,124899478.45,1.64,3.71,3.65,3.66,3.65,1.05,0.62,44.82,1.07,23437260331.0,19981408636.0,0.0,0.27,-1.61,11.21
983,688391,钜泉科技,49.69,0.55,0.27,3213.0,15957137.0,1.38,50.0,49.32,49.43,49.42,0.66,0.75,26.33,2.04,4150108800.0,2130674554.0,0.32,0.0,-10.31,-27.25
984,688410,山外山,27.63,0.55,0.15,15192.0,41672911.0,2.15,27.72,27.13,27.35,27.48,0.82,2.89,24.61,3.55,5958356589.0,1450657365.0,-0.04,-0.32,-0.4,64.17
985,002442,龙星化工,5.53,0.55,0.03,47963.0,26579574.0,1.82,5.59,5.49,5.5,5.5,0.82,0.99,19.6,1.59,2714234600.0,2685999570.0,-0.18,-0.18,7.8,9.29
986,002459,晶澳科技,18.45,0.54,0.1,540613.0,1011496626.3,3.27,18.99,18.39,18.5,18.35,1.6,1.64,6.78,1.76,61184277358.0,60968562227.0,-0.11,0.05,-24.6,-56.84
987,601099,太平洋,3.7,0.54,0.02,1560907.0,576236889.0,1.9,3.73,3.66,3.69,3.68,0.7,2.29,75.37,2.66,25220370569.0,25220370569.0,0.0,0.0,-4.64,43.97
988,002142,宁波银行,20.39,0.54,0.11,434352.0,893079792.41,3.3,20.95,20.28,20.41,20.28,1.14,0.67,5.22,0.79,134647216249.0,133019517579.0,-0.1,-0.05,-25.85,-36.18
989,002578,闽发铝业,3.71,0.54,0.02,84798.0,31671715.0,2.44,3.79,3.7,3.74,3.69,0.86,0.98,89.36,2.25,3482317979.0,3194913101.0,0.0,0.27,-1.85,-14.32
990,000665,湖北广电,5.57,0.54,0.03,233341.0,129831942.96,2.71,5.63,5.48,5.53,5.54,1.21,2.06,-13.28,1.15,6318012818.0,6317747881.0,0.36,0.36,6.7,-14.83
991,000656,金科股份,1.86,0.54,0.01,3245376.0,610894176.69,3.78,1.92,1.85,1.88,1.85,1.0,6.11,-3.17,0.98,9931871418.0,9873579392.0,0.0,0.0,-4.12,-2.62
992,301057,汇隆新材,16.78,0.54,0.09,23428.0,39272575.12,2.04,16.9,16.56,16.7,16.69,1.08,4.53,36.9,2.6,1970818350.0,866996390.0,-0.18,-0.12,-5.99,-15.81
993,603878,武进不锈,7.48,0.54,0.04,26039.0,19512054.0,1.34,7.54,7.44,7.44,7.44,0.58,0.46,11.53,1.54,4196746655.0,4196746655.0,0.0,-0.13,-5.2,0.94
994,002656,ST摩登,1.87,0.54,0.01,34875.0,6496008.2,2.15,1.88,1.84,1.87,1.86,0.84,0.57,-18.12,2.91,1332412108.0,1139685628.0,-0.53,0.0,-10.53,-28.08
995,688135,利扬芯片,22.46,0.54,0.12,23674.0,53254271.0,2.78,22.8,22.18,22.34,22.34,0.93,1.18,116.2,3.98,4494722601.0,4494722601.0,-0.09,-0.18,-1.06,19.53
996,300600,国瑞科技,11.25,0.54,0.06,113095.0,126166366.6,5.72,11.52,10.88,11.21,11.19,0.77,4.59,-85.49,3.52,3310137900.0,2770614405.0,0.09,0.09,10.4,52.44
997,002973,侨银股份,11.25,0.54,0.06,24631.0,27595996.0,2.68,11.35,11.05,11.14,11.19,1.34,1.2,12.8,2.17,4597480721.0,2302582984.0,-0.09,0.09,0.27,6.53
998,605196,华通线缆,7.51,0.54,0.04,80916.0,60666355.0,1.87,7.55,7.41,7.45,7.47,1.23,2.48,9.95,1.38,3841551105.0,2447467154.0,0.0,0.13,-3.72,8.37
999,601677,明泰铝业,11.27,0.54,0.06,88280.0,99938335.0,1.78,11.44,11.24,11.3,11.21,0.89,0.81,8.68,0.92,13439385144.0,12312385144.0,0.09,0.09,-16.27,-37.28
1000,300389,艾比森,15.03,0.54,0.08,32539.0,48867124.49,2.27,15.18,14.84,14.94,14.95,1.11,1.42,18.69,4.07,5468723681.0,3450632370.0,0.0,0.07,-3.65,78.29
1001,600051,宁波联合,7.53,0.53,0.04,31288.0,23484067.0,1.2,7.56,7.47,7.54,7.49,0.8,1.01,32.35,0.72,2340926400.0,2340926400.0,0.0,0.0,4.01,1.48
1002,002559,亚威股份,11.3,0.53,0.06,650678.0,734009982.38,1.96,11.4,11.18,11.18,11.24,0.47,13.54,46.78,3.58,6272946671.0,5428628876.0,-0.18,-0.18,33.25,59.6
1003,605305,中际联合,30.15,0.53,0.16,7174.0,21641279.0,1.6,30.39,29.91,29.91,29.99,1.06,0.68,28.96,2.06,4576770000.0,3203739000.0,0.0,0.03,-3.74,-13.76
1004,688096,京源环保,9.43,0.53,0.05,14124.0,13261219.0,1.6,9.47,9.32,9.39,9.38,0.83,0.93,54.55,1.75,1425758468.0,1425758468.0,-0.11,0.21,-1.57,10.81
1005,000868,安凯客车,5.66,0.53,0.03,198991.0,112627282.0,2.66,5.72,5.57,5.71,5.63,0.51,2.71,-70.81,5.51,5317653400.0,4150638846.0,0.0,0.18,12.75,-17.25
1006,688318,财富趋势,139.83,0.53,0.74,18385.0,258111543.0,3.57,142.97,138.0,140.0,139.09,0.91,1.41,69.15,5.5,18272033556.0,18272033556.0,-0.07,0.26,2.09,120.83
1007,300291,百纳千成,7.57,0.53,0.04,530026.0,400397569.39,5.44,7.74,7.33,7.52,7.53,0.75,6.41,-169.71,1.89,7130104658.0,6262137739.0,0.13,0.0,33.27,58.37
1008,300769,德方纳米,56.78,0.53,0.3,95130.0,548464300.47,5.19,59.26,56.33,56.79,56.48,1.05,3.79,-11.94,2.05,15855377624.0,14246192962.0,0.02,-0.02,-30.24,-60.26
1009,301227,森鹰窗业,28.4,0.53,0.15,8539.0,24423511.6,2.69,29.06,28.3,28.3,28.25,1.57,2.54,16.75,1.48,2692320000.0,954935800.0,-0.07,-0.04,-5.27,-4.54
1010,301039,中集车辆,9.48,0.53,0.05,150870.0,143803681.21,3.82,9.75,9.39,9.46,9.43,1.03,2.08,6.3,1.31,19126848000.0,6875242257.0,0.0,-0.11,-22.1,23.6
1011,688395,正弦电气,22.86,0.53,0.12,5363.0,12142025.0,1.58,22.86,22.5,22.8,22.74,0.88,1.37,32.85,2.74,1965960000.0,893449267.0,1.06,0.7,1.11,27.71
1012,600449,宁夏建材,19.07,0.53,0.1,82938.0,158420315.0,2.48,19.29,18.82,18.98,18.97,0.79,1.73,23.45,1.28,9118912471.0,9118912471.0,0.1,0.21,15.23,66.11
1013,000407,胜利股份,3.83,0.52,0.02,159641.0,61041089.12,1.31,3.85,3.8,3.82,3.81,1.19,1.82,24.8,1.2,3370724232.0,3354189188.0,0.0,0.0,3.23,0.0
1014,600906,财达证券,7.67,0.52,0.04,175220.0,134600508.0,1.44,7.73,7.62,7.66,7.63,0.93,1.34,33.69,2.16,24889150000.0,10066525248.0,0.0,0.13,-4.6,1.99
1015,300163,先锋新材,3.84,0.52,0.02,77617.0,29791028.0,1.57,3.86,3.8,3.83,3.82,0.42,1.86,-423.97,3.08,1820160000.0,1600464634.0,-0.26,-0.52,14.63,24.27
1016,301398,星源卓镁,49.98,0.52,0.26,7370.0,36747120.0,2.33,50.42,49.26,49.72,49.72,0.64,3.43,51.48,3.88,3998400000.0,1074570000.0,-0.02,0.02,-16.37,62.06
1017,300212,易华录,34.65,0.52,0.18,171032.0,591050710.25,2.44,34.99,34.15,34.79,34.47,0.56,2.67,-34.84,5.07,25061423587.0,22201055103.0,-0.03,0.35,4.27,69.77
1018,002045,国光电器,15.42,0.52,0.08,111521.0,172314932.47,3.0,15.67,15.21,15.41,15.34,0.52,2.38,17.35,3.01,7222479938.0,7212453083.0,0.13,0.19,20.28,24.46
1019,000957,中通客车,9.64,0.52,0.05,74777.0,72019334.0,1.36,9.72,9.59,9.69,9.59,0.77,1.26,58.16,2.09,5715593943.0,5715593943.0,0.21,0.21,-3.5,-20.26
1020,600510,黑牡丹,5.79,0.52,0.03,96256.0,56213585.0,1.74,5.89,5.79,5.79,5.76,1.08,0.94,11.43,0.59,6024841248.0,5928461058.0,-0.34,-0.34,-0.86,-9.39
1021,603090,宏盛股份,23.17,0.52,0.12,20766.0,48345085.0,2.99,23.65,22.96,23.08,23.05,0.9,2.08,30.55,4.12,2317000000.0,2317000000.0,0.04,0.0,13.63,-15.56
1022,002963,豪尔赛,15.48,0.52,0.08,13276.0,20506213.0,1.49,15.56,15.33,15.39,15.4,0.54,1.08,139.45,1.53,2327571716.0,1903947863.0,-0.06,0.0,4.45,12.58
1023,300387,富邦股份,7.77,0.52,0.04,50042.0,38657821.61,3.1,7.85,7.61,7.61,7.73,0.53,1.78,27.43,1.71,2245973030.0,2184843581.0,0.0,0.26,6.0,20.84
1024,002906,华阳集团,34.98,0.52,0.18,71557.0,250852287.92,2.56,35.39,34.5,34.78,34.8,0.96,1.5,46.23,3.16,18337047381.0,16711248725.0,-0.06,-0.03,18.34,6.1
1025,600763,通策医疗,74.48,0.51,0.38,31068.0,233305549.0,2.73,76.32,74.3,74.55,74.1,0.58,0.97,35.0,6.25,23881267200.0,23881267200.0,-0.03,-0.07,-12.42,-51.32
1026,301210,金杨股份,45.12,0.51,0.23,3418.0,15414762.73,1.09,45.4,44.91,44.91,44.89,0.57,2.08,55.24,2.06,3720430783.0,741600081.0,0.02,0.2,2.45,-22.05
1027,300867,圣元环保,15.7,0.51,0.08,12856.0,20210206.0,1.41,15.83,15.61,15.74,15.62,0.89,0.67,24.23,1.23,4266334532.0,3008556805.0,-0.06,-0.13,-3.09,-7.43
1028,300545,联得装备,31.51,0.51,0.16,40247.0,126404710.0,3.06,31.87,30.91,31.5,31.35,0.37,3.6,32.89,3.56,5600760264.0,3526844820.0,0.1,0.13,25.39,100.32
1029,000960,锡业股份,13.81,0.51,0.07,102357.0,142091683.29,1.6,13.99,13.77,13.85,13.74,0.94,0.62,15.56,1.3,22728524957.0,22728524957.0,0.0,0.0,-6.82,-1.22
1030,688396,华润微,45.4,0.51,0.23,26435.0,120206816.0,1.37,45.8,45.18,45.34,45.17,0.44,0.2,42.56,2.86,59932170489.0,59932170489.0,0.04,0.02,-16.85,-13.44
1031,002895,川恒股份,17.87,0.51,0.09,25697.0,46293685.0,2.92,18.22,17.7,17.78,17.78,0.91,0.52,13.68,1.98,8966904830.0,8873909350.0,0.0,0.0,0.56,-29.56
1032,000715,中兴商业,7.96,0.51,0.04,55683.0,44249296.45,1.39,8.0,7.89,7.91,7.92,0.78,1.34,31.04,1.82,3309122762.0,3303873572.0,0.0,0.0,7.57,-10.76
1033,002278,神开股份,5.98,0.5,0.03,49219.0,29274477.8,1.68,5.99,5.89,5.96,5.95,0.93,1.44,137.01,1.99,2176179695.0,2039574560.0,-0.17,0.0,3.46,14.34
1034,300013,新宁物流,3.99,0.5,0.02,108925.0,43202568.5,2.77,4.02,3.91,3.97,3.97,0.8,2.44,-29.76,-70.35,1782281589.0,1779570384.0,-0.25,-0.25,3.64,-18.9
1035,002306,中科云网,3.99,0.5,0.02,68255.0,27270199.0,1.51,4.03,3.97,3.98,3.97,0.94,0.84,-23.88,662.77,3470352375.0,3245027647.0,-0.25,-0.25,1.53,-24.86
1036,603839,安正时尚,8.0,0.5,0.04,20090.0,16036570.0,1.88,8.05,7.9,7.97,7.96,0.64,0.5,79.02,1.61,3193697280.0,3193697280.0,-0.37,-0.25,11.73,23.08
1037,300756,金马游乐,16.04,0.5,0.08,15169.0,24355246.42,1.44,16.16,15.93,15.99,15.96,0.88,1.53,19.87,1.76,2527874743.0,1591418705.0,0.19,0.0,-12.25,-3.26
1038,002084,海鸥住工,4.02,0.5,0.02,58409.0,23479947.17,1.5,4.06,4.0,4.01,4.0,0.69,0.9,237.11,1.39,2616455789.0,2602072434.0,-0.25,-0.25,-4.06,-9.46
1039,301115,建科股份,18.1,0.5,0.09,6018.0,10909753.1,1.11,18.22,18.02,18.16,18.01,0.89,0.61,32.53,1.26,3355468500.0,1782723517.0,0.0,0.06,-9.32,-26.06
1040,688486,龙迅股份,107.13,0.5,0.53,1530.0,16383326.0,2.84,108.56,105.53,106.99,106.6,0.52,0.98,79.03,5.31,7419701886.0,1670493838.0,0.33,-0.49,9.42,66.2
1041,836699,海达尔,16.21,0.5,0.08,17929.0,28597898.23,6.88,16.47,15.36,15.9,16.13,0.62,14.2,23.24,3.07,739586113.0,204656113.0,-0.55,-0.31,85.47,58.15
1042,000672,上峰水泥,8.13,0.49,0.04,46539.0,37967895.8,1.36,8.21,8.1,8.1,8.09,1.09,0.48,8.44,0.9,7881185009.0,7881185009.0,-0.12,0.12,-13.23,-21.3
1043,300885,海昌新材,10.17,0.49,0.05,24320.0,24606683.55,2.08,10.23,10.02,10.23,10.12,0.65,0.97,68.27,3.12,2550636000.0,2550636000.0,0.0,0.1,2.11,18.67
1044,301356,天振股份,18.31,0.49,0.09,4335.0,7935030.11,1.1,18.43,18.23,18.26,18.22,0.74,0.8,-42.59,1.23,3954960000.0,988740000.0,-0.05,0.05,-3.83,-25.2
1045,688141,杰华特,34.59,0.49,0.17,15327.0,52877941.0,4.18,35.04,33.6,33.71,34.42,0.66,2.93,-31.85,5.46,15457579200.0,1809282804.0,0.23,0.17,10.55,-27.18
1046,600824,益民集团,4.07,0.49,0.02,105997.0,43110732.0,2.22,4.11,4.02,4.07,4.05,0.95,1.01,42.45,1.78,4289890187.0,4289890187.0,0.0,-0.25,12.74,3.56
1047,000584,ST工智,4.07,0.49,0.02,54892.0,22270930.48,1.23,4.08,4.03,4.05,4.05,0.78,0.73,-110.95,3.04,3097015938.0,3049359189.0,0.25,0.0,-8.13,-40.84
1048,002593,日上集团,4.08,0.49,0.02,100538.0,41127223.3,1.97,4.13,4.05,4.07,4.06,0.79,1.76,43.04,1.37,3279740758.0,2327512639.0,0.0,-0.24,5.43,13.33
1049,688347,华虹公司,44.89,0.49,0.22,72065.0,320977693.0,2.35,44.94,43.89,44.67,44.67,1.59,6.93,34.31,1.81,77056125220.0,4667404172.0,0.0,0.04,-3.0,-13.67
1050,300953,震裕科技,55.27,0.49,0.27,5715.0,31583149.0,2.05,55.83,54.7,55.0,55.0,0.69,1.25,77.69,2.31,5680808120.0,2519206600.0,-0.02,0.02,-10.9,-33.05
1051,301279,金道科技,24.69,0.49,0.12,5284.0,12990488.0,1.42,24.74,24.39,24.58,24.57,0.76,1.84,39.07,1.88,2469000000.0,709837500.0,0.04,0.16,-0.92,14.73
1052,000029,深深房Ａ,12.35,0.49,0.06,67816.0,84232872.21,3.82,12.7,12.23,12.65,12.29,1.87,0.76,-257.21,3.2,12494001000.0,11012001000.0,-0.08,0.0,6.19,-10.7
1053,688621,阳光诺和,66.02,0.49,0.32,3692.0,24343062.0,2.71,66.98,65.2,66.04,65.7,0.61,0.46,32.42,7.25,7394240000.0,5354400254.0,0.18,-0.21,15.76,-9.2
1054,839719,宁新新材,14.45,0.49,0.07,47027.0,68517775.07,6.95,15.06,14.06,14.45,14.38,1.2,7.23,18.33,1.42,1345199630.0,939718440.0,-0.55,-0.55,33.67,-19.27
1055,301300,远翔新材,31.03,0.49,0.15,3481.0,10763246.79,1.1,31.11,30.77,30.87,30.88,0.6,1.19,52.09,2.39,1990574500.0,905196827.0,-0.13,-0.03,-0.67,3.68
1056,600558,大西洋,4.16,0.48,0.02,90213.0,37416390.0,1.45,4.19,4.13,4.16,4.14,0.68,1.01,39.22,1.68,3734036097.0,3734036097.0,0.24,0.48,8.05,33.33
1057,300920,润阳科技,20.8,0.48,0.1,8994.0,18595272.0,1.93,20.9,20.5,20.85,20.7,0.66,1.81,80.15,1.8,2080000000.0,1036346834.0,0.14,0.14,9.24,33.93
1058,603399,吉翔股份,10.44,0.48,0.05,359832.0,380996254.0,6.35,10.88,10.22,10.22,10.39,0.86,7.02,-20.74,2.7,5414712776.0,5348314376.0,0.0,0.1,3.78,-22.09
1059,002588,史丹利,6.27,0.48,0.03,67947.0,42692746.0,1.28,6.33,6.25,6.25,6.24,0.93,0.66,9.39,1.21,7253662680.0,6424178485.0,0.0,0.0,8.67,4.33
1060,688017,绿的谐波,150.6,0.48,0.72,17687.0,266515574.0,3.4,152.99,147.89,150.64,149.88,0.69,1.05,262.78,12.7,25402028501.0,25402028501.0,-0.34,-0.3,37.37,55.77
1061,688548,广钢气体,12.57,0.48,0.06,57053.0,71506559.0,2.72,12.67,12.33,12.6,12.51,0.95,2.35,54.83,2.94,16584839409.0,3057269932.0,-0.08,0.08,9.59,27.36
1062,688237,超卓航科,37.76,0.48,0.18,2746.0,10317961.0,1.84,37.9,37.21,37.22,37.58,0.85,0.65,73.29,2.54,3383420986.0,1588263574.0,0.08,0.03,-16.64,-32.47
1063,831641,格利尔,10.5,0.48,0.05,32688.0,33999577.68,7.37,10.82,10.05,10.5,10.45,0.98,12.72,23.88,2.31,867877500.0,269741535.0,0.1,0.57,57.66,4.9
1064,603955,大千生态,14.7,0.48,0.07,9896.0,14504008.0,2.39,14.85,14.5,14.74,14.63,0.81,0.73,91.56,1.22,1995084000.0,1995084000.0,0.27,0.0,-4.36,-20.54
1065,002650,加加食品,4.2,0.48,0.02,71387.0,29902002.0,1.44,4.22,4.16,4.22,4.18,0.84,0.62,-142.99,2.11,4838400840.0,4838243340.0,0.0,0.0,2.44,-9.09
1066,002003,伟星股份,10.52,0.48,0.05,49905.0,52278357.02,1.72,10.57,10.39,10.49,10.47,0.87,0.57,17.33,2.85,12300726218.0,9161591745.0,0.19,-0.19,4.37,7.68
1067,002179,中航光电,37.95,0.48,0.18,85911.0,325954645.15,2.49,38.44,37.5,37.63,37.77,0.38,0.42,20.85,4.05,80455759134.0,77572974707.0,0.0,0.03,-13.67,-13.77
1068,300895,铜牛信息,36.02,0.47,0.17,43076.0,154900645.88,3.18,36.49,35.35,36.03,35.85,0.51,5.09,-989.59,4.68,5071639665.0,3048532709.0,0.06,0.03,8.59,42.88
1069,301359,东南电子,25.47,0.47,0.12,8424.0,21395996.85,1.54,25.62,25.23,25.35,25.35,0.86,3.19,57.2,2.59,2186344800.0,671661194.0,-0.2,-0.24,-0.12,17.0
1070,600367,红星发展,12.78,0.47,0.06,20669.0,26475021.0,1.57,12.91,12.71,12.71,12.72,1.06,0.7,176.25,1.89,4359652928.0,3747563748.0,-0.08,0.0,-7.73,-16.63
1071,001212,中旗新材,23.5,0.47,0.11,6520.0,15356273.03,1.5,23.71,23.36,23.36,23.39,0.78,1.19,30.78,1.89,2769970827.0,1288181264.0,-0.09,-0.17,-3.73,-7.95
