,A,AAPL,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AJG,AKAM,ALB,ALGN,ALK,ALL,AMAT,AMD,AME,AMGN,AMT,AMZN,ANSS,AON,AOS,APA,APD,APH,ARE,ATO,AVB,AVY,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BRO,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CCI,CCL,CDNS,CHD,CHRW,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMI,CMS,CNC,CNP,COF,COO,COP,COR,COST,CPB,CPRT,CPT,CRL,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DD,DE,DGX,DHI,DHR,DIS,DLTR,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMN,EMR,EOG,EQIX,EQR,EQT,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXPD,F,FAST,FCX,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FMC,FRT,GD,GE,GEN,GILD,GIS,GL,GLW,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOLX,HON,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,IBM,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KEY,KIM,KLAC,KMB,KMX,KO,KR,L,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNT,LOW,LRCX,LUV,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MLM,MMC,MMM,MNST,MO,MOH,MOS,MRK,MRO,MS,MSFT,MSI,MTB,MTCH,MTD,MU,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NVR,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OXY,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PNC,PNR,PNW,POOL,PPG,PPL,PRU,PSA,PTC,PWR,PXD,QCOM,RCL,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBAC,SBUX,SCHW,SEE,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYK,SYY,T,TAP,TDY,TECH,TER,TFC,TFX,TGT,TJX,TMO,TPR,TRMB,TROW,TRV,TSCO,TSN,TT,TTWO,TXN,TXT,TYL,UDR,UHS,UNH,UNP,UPS,URI,USB,VFC,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WST,WTW,WY,WYNN,XEL,XOM,XRAY,YUM,ZBH,ZBRA
0,293004000,15552799744,1736060032,373172000,626992000,455300000,496262016,533380992,411304992,213915008,262944992,525876000,669628992,584380032,702040000,215911008,150832000,117353000,76589104,128053000,261687008,831067008,1615500032,230799008,535177984,466164992,10334000128,86872800,200216000,122828000,306719008,222228000,598310016,173775008,148496000,142015008,80531296,74933800,728745984,17291900,604977024,7913730048,315300992,507324000,225940992,215396000,289542016,494584000,145288000,144898000,24059400,769073024,34889900,1006230016,148762000,2034759936,284598016,1464979968,235055008,156940000,1913880064,477968000,246468000,509084992,407990016,433688992,1119449984,272062016,246382000,116651000,292620000,156908000,823372032,124059000,131873000,4015640064,359990016,141744992,291764000,534200992,631224000,380847008,49526000,1187410048,200854000,443787008,298100000,960230976,106771000,51296800,4063480064,408363008,1976130048,101854000,752192000,501412992,1286899968,1882050048,836796992,430041984,280255008,112435000,333000000,738926976,1830320000,217872000,139890000,120315000,206259008,770712000,91348000,640700032,268966016,519000000,285140000,345220000,123217000,43390400,383568992,232304992,234959008,118513000,571523968,583150016,93883400,379724992,411332000,349326016,64184600,399300000,211472992,229720992,606499968,995436992,145388992,3932100096,571600000,1433980032,37988500,249892992,573814976,59707200,600185984,24713600,592483968,681017024,124759000,81623200,272896992,1088390016,640715008,1246040064,581278976,94118704,853174976,140196992,260388992,191331008,326112000,49634200,895052032,138764000,1448080000,995262016,307159008,300769984,240003008,659251008,990902016,546840000,129938000,705436992,149884992,53622000,123111000,913118976,83051696,75625504,255279008,158800000,224108992,4216000000,279936000,346016992,383004000,291990016,352072000,78800000,300886016,449553984,126316000,103143000,680320000,72828200,2407280128,318868000,2891010048,342520000,936259968,619873984,135932000,337940992,158668000,4323409920,719422976,223251008,250152000,84900000,189540000,484889984,267598000,949307008,248099008,255179008,575113024,131792000,596115008,116688000,293691008,224500992,725342016,541044992,133062000,183007008,1360899968,1329650048,740190016,341583008,63682200,251291008,61807200,493072000,552316992,1040440000,1768649984,58300000,326835008,2534020096,585246976,1641309952,7432260096,165968000,165960000,271812000,21683800,1103730048,576964992,57014500,2051709952,1152489984,437680000,413415008,1224009984,150792992,226136000,206031008,207036000,245839008,2470000128,3179030,723948992,109114000,582550976,197934000,430697984,2748920064,59162200,877580992,361232000,523076000,2543510016,547089984,498313984,1374860032,5646410240,238412000,2356890112,585299968,128476000,215595008,89624304,923971008,398340992,165299008,113398000,38679200,235800000,737123968,361000000,175836000,119245000,145284992,233308992,1112999936,256235008,184580992,107129000,930065024,105895000,208607008,39751800,147092000,114673000,484038016,106822000,336665984,314636992,1437900032,123407000,107887000,1136700032,1771680000,144436000,255966000,106144000,1428460032,52780000,151987008,1090620032,326239008,316800000,629328000,98800200,161816000,308584000,209184000,183663008,153311008,159955008,379937984,504372000,7150020096,200955008,47184700,158150000,152879008,1333670016,46992700,461662016,1139680000,386372000,229186000,248768000,223470000,228399008,108114000,285231008,227556992,170068000,908204032,196004992,42124200,328928000,61006800,924924992,609598016,723257024,67781400,1557010048,388883008,340452992,132873000,102100000,257683008,402380992,1199670016,4204100096,179159008,59127000,862166976,324243008,315435008,553468992,3631640064,54853000,402775008,1216499968,2692229888,257872000,73989696,103260000,730001024,112946000,551816000,3996770048,211860000,280308000,208980992,51359600
